Player,Original_Position,AI_Top_Positions,Adaptability_Score
Cristian Lodeira,ST,"ST, LW, RM, LM, RW",1
A. Pantic,CB,"CB, RB, LB, CDM, CAM",1
F. Klos,ST,"ST, CB, CAM, CF, CM",1
C. Ramírez,LB,"LB, RB, CB, CDM, CF",1
J. Boye,CB,"CB, RB, LB, CDM, CAM",1
M. Malyshev,CDM,"LB, CM, RB, CDM, CB",0
Douglas,RB,"LB, RB, CM, CDM, CAM",0
K. Boyd,ST,"ST, CB, CAM, CF, CM",1
D. Rodríguez,GK,"GK, CB, CAM, CDM, CF",1
S. Polter,ST,"ST, CB, CAM, CF, CM",1
N. Maraš,CB,"CB, CAM, CDM, CF, CM",1
L. Castellanos,GK,"GK, CB, CAM, CDM, CF",1
N. Boilesen,LB,"LB, RB, CB, CDM, CAM",1
D. Dibusz,GK,"GK, CB, CAM, CDM, CF",1
D. Kądzior,RM,"RM, CAM, LM, ST, RW",1
J. Bottinelli,CB,"CB, CDM, CAM, CF, CM",1
N. Radonjić,LW,"RM, LM, CAM, ST, RW",0
Jeff Meirson,LB,"LB, RB, CM, CDM, CB",1
S. Tibbling,CM,"CM, LB, RB, LM, RWB",1
M. Abarhoun,CB,"CB, CAM, CDM, CF, CM",1
J. Börner,CB,"CB, CDM, LB, CM, RB",1
Ricardo Ryller,CM,"CM, CDM, RB, CB, LB",1
B. Białkowski,GK,"GK, CB, CAM, CDM, CF",1
M. Mantovani,CB,"CB, CDM, CM, RB, CAM",1
S. Ortega,GK,"GK, CB, CAM, CDM, CF",1
J. Bennett,LB,"LB, RB, CDM, LM, CF",1
Rui Fonte,ST,"ST, RM, CAM, LW, LM",1
Luismi,CDM,"CDM, CB, CM, LB, RB",1
Jubal,CB,"CB, CAM, CDM, CF, CM",1
T. Delaine,LB,"RB, LB, CM, CDM, CB",0
R. García Guerreño,CB,"CB, CAM, CDM, CF, CM",1
I. Hajrović,RM,"RM, CAM, RW, LM, ST",1
D. Peralta,CB,"CB, CDM, LB, CAM, CF",1
U. Ćosić,CB,"CB, CDM, LB, CAM, CF",1
M. Piedrahita,RB,"RB, LB, CM, CDM, CB",1
M. van der Werff,CB,"CB, RB, LB, CDM, CF",1
D. Dwyer,ST,"ST, CB, CAM, CF, CM",1
G. Bettini,RB,"RB, LB, CM, LM, CB",1
Miltisco Paulino,CB,"CB, CDM, CAM, CF, CM",1
Tobias Figueiredo,CB,"CB, CDM, CAM, CF, CM",1
David Batanero,CM,"CM, CAM, CDM, LB, LM",1
A. Caracciolo,CB,"CB, RB, CDM, LB, CAM",1
Jung Sung Ryong,GK,"GK, CB, CAM, CDM, CF",1
A. Kamara,ST,"ST, LM, RM, CF, CAM",1
M. Valenzuela,LB,"RB, LB, CM, CDM, CAM",0
L. Memushaj,CM,"CM, CDM, LB, RM, RB",1
E. Kawashima,GK,"GK, CB, CAM, CDM, CF",1
J. Filipović,CB,"CB, CAM, CDM, CF, CM",1
D. Schmidt,CB,"CB, LB, CDM, CAM, CF",1
Rodrigo Becão,CB,"CB, CAM, CDM, CF, CM",1
M. Friedrich,CB,"CB, CAM, CDM, CF, CM",1
M. Jonjić,CB,"CB, CAM, CDM, CF, CM",1
João Pedro,RB,"RB, LB, CDM, LM, CF",1
D. Rosero Valencia,CB,"CB, CDM, RB, LB, CM",1
K. Bonifazi,CB,"CB, CDM, CAM, CF, CM",1
O. Cabezas,CB,"CB, RB, LB, CDM, CM",1
C. Stengs,RW,"RW, CAM, LM, RM, LW",1
J. Rhodes,ST,"ST, RM, CAM, CF, CM",1
I. Šunjić,CDM,"CDM, CB, CM, RB, LB",1
R. Thelander,CB,"CB, CAM, CDM, CF, CM",1
S. Nishikawa,GK,"GK, CAM, ST, CDM, CF",1
M. Torsiglieri,CB,"CB, CAM, CDM, CF, CM",1
P. Škuletić,ST,"ST, CB, CAM, CF, CM",1
M. Caire,RB,"RB, LB, CB, CDM, CAM",1
C. Lucchetti,GK,"GK, CB, CAM, CDM, CF",1
B. Afobe,ST,"ST, RM, LM, CF, CAM",1
M. Coronel,CB,"CB, CDM, CM, LB, CAM",1
J. Perbet,ST,"ST, CB, CAM, CF, CM",1
A. Callens,CB,"CB, CDM, CAM, CF, CM",1
Adriano Facchini,GK,"GK, CB, CAM, CDM, CF",1
D. Lenihan,CB,"CB, CDM, LB, CM, RM",1
N. Ghilas,ST,"ST, RM, RW, CF, CAM",1
V. Fiorillo,GK,"GK, CB, CAM, CDM, CF",1
R. Keogh,CB,"CB, CDM, LB, RB, CM",1
Bressan,CB,"CB, CDM, CAM, CF, CM",1
J. Quiñones,ST,"ST, LM, RM, RW, CAM",1
A. Soto,LB,"LB, RB, CB, CDM, LM",0
K. Letica,GK,"GK, CB, CAM, CDM, CF",1
L. Reyes,LB,"LB, RB, CDM, LM, RM",1
L. Zingerle,GK,"GK, CB, CAM, CDM, CF",1
F. Müller,GK,"GK, CB, CAM, CDM, CF",1
J. Abella,RB,"RB, LB, CB, CDM, CM",1
T. Kleindienst,ST,"ST, CB, CAM, CF, CM",1
M. Yumlu,CB,"CB, CAM, CDM, CF, CM",1
M. Matip,CB,"CB, RB, CAM, CF, CM",1
D. von Ballmoos,GK,"GK, CB, CAM, CDM, CF",1
A. Nwakaeme,LM,"LM, ST, CF, CDM, CM",1
M. Fraga,GK,"GK, CB, CAM, CDM, CF",1
C. Bryson,CM,"CM, CDM, CAM, LB, RB",1
D. Andrade,LB,"LB, RB, CM, RWB, CB",1
E. Andersen,LW,"LW, RM, CAM, CM, ST",1
H. Dean,CB,"CB, CAM, CDM, CF, CM",1
Edu Machado,RB,"RB, LB, CB, CM, CDM",1
Torrejón,CB,"CB, CAM, CDM, CF, CM",1
P. Barrera,RM,"RM, CAM, CM, ST, LM",1
Canella,LB,"LB, RB, CDM, CB, CM",1
K. Lee,CM,"CM, RB, LB, CDM, CB",0
K. Müller,GK,"GK, CB, CAM, CDM, CF",1
J. Wallace,RM,"RM, LM, CAM, CM, ST",1
D. Burn,CB,"CB, CDM, CAM, CF, CM",1
M. Correia,CB,"CB, LB, CDM, RB, CM",1
Marlion Rolim,CAM,"CAM, CM, ST, RM, LW",1
G. Loria,GK,"GK, CB, CDM, RM, CAM",1
C. Yambéré,CB,"CB, CAM, CDM, CF, CM",1
B. Sanneh,CB,"CB, CDM, CAM, LB, RB",1
Fernando,LM,"LM, RM, RW, LW, CAM",1
S. Medojević,CDM,"CDM, CB, RB, CF, CM",1
Thiago Santana,ST,"ST, CB, CAM, CF, CM",1
M. Maloča,CB,"CB, RB, CAM, CF, CM",1
S. Malone,LB,"LB, RB, CM, CDM, CB",0
J. Cooper,CB,"CB, CAM, CDM, CF, CM",1
Raúl Lizoain,GK,"GK, CB, CAM, CDM, CF",1
Wiliam Santinho,GK,"GK, CB, CAM, CDM, CF",1
T. Beugelsdijk,CB,"CB, CAM, CDM, CF, CM",1
F. Gulbrandsen,ST,"ST, RM, LM, RW, CF",1
M. Al Buraik,RB,"LB, RB, CM, LM, RM",0
Raphael Rossi,CB,"CB, CAM, CDM, CF, CM",1
G. Litteri,ST,"ST, CB, CAM, CF, CM",1
M. Rodríguez,RB,"RB, LB, CM, CDM, CB",1
M. Le Bihan,ST,"ST, CM, RM, LB, CB",1
R. Bajić,ST,"ST, CB, CAM, CF, CM",1
F. Navarro,RB,"RB, LB, CDM, LWB, CF",1
B. Drągowski,GK,"GK, CB, CAM, CDM, CF",1
D. Bentley,GK,"GK, CB, CAM, CDM, CF",1
Kadu,CB,"CB, CAM, CDM, CF, CM",1
B. Jeannot,ST,"ST, CB, CAM, CF, CM",1
F. Erpen,CB,"CB, LB, CM, RB, CDM",1
S. Andersson,ST,"ST, CB, CAM, CF, CM",1
M. Hector,CB,"CB, CDM, RB, ST, CM",1
G. Molins,ST,"ST, CAM, CM, LW, RM",1
L. Jutkiewicz,ST,"ST, RM, CM, CDM, CF",1
V. Muriqi,ST,"ST, CB, CAM, CF, CM",1
L. Nielsen,CB,"CB, CDM, RB, LB, CM",1
Jonas,CDM,"CDM, CB, RB, CM, CAM",1
Defendi,CB,"CB, CAM, CDM, CF, CM",1
L. Quintana,CB,"CB, CDM, LB, RB, RM",1
Bremer,CB,"CB, CAM, CDM, CF, CM",1
Rodrigo,RB,"LB, RB, CM, CDM, CB",1
J. Meram,LM,"LM, CM, CDM, RB, LB",1
Renato Neto,CM,"CM, CDM, CB, LB, RB",1
Alexandre Guedes,ST,"ST, LM, RM, RW, CAM",1
E. García,LB,"LB, RB, CDM, CM, RWB",1
S. Thern,CM,"CM, CDM, RB, LB, CF",1
N. Katić,CB,"CB, CAM, CDM, CF, CM",1
M. Al Owais,GK,"GK, CB, CAM, CDM, CF",1
O. Rashid,CM,"CM, CAM, RM, CDM, LB",1
G. Thorne,CDM,"CDM, CM, CB, RB, LB",0
A. Pešić,ST,"ST, CB, CAM, LM, LW",1
N. Sarenren Bazee,RM,"RM, LM, ST, LW, RW",1
J. Böðvarsson,ST,"ST, LM, CAM, CF, CM",1
J. Siebenhandl,GK,"GK, CB, CAM, CDM, CF",1
O. Pérez,GK,"GK, CB, CAM, CDM, CF",1
Eguaras,CDM,"CDM, CM, LB, CB, RB",1
G. Makaridze,GK,"GK, CB, CAM, CDM, CF",1
Lucas Possignolo,CB,"CB, CAM, CDM, CF, CM",1
E. Burgos,CB,"CB, CAM, CDM, CF, CM",1
S. Janko,RB,"RB, LB, CDM, LWB, LM",1
B. Berisha,ST,"ST, RM, CB, CF, CM",1
Alberto Benito,RB,"LB, RB, CDM, CM, CB",0
G. Varela,RB,"RB, LB, CM, CDM, CB",1
S. Lundevall,LM,"LM, CAM, RM, LW, RW",1
Ortuño,ST,"ST, CB, CAM, CF, CM",1
T. Bašić,CM,"CM, CDM, CB, LB, RB",1
J. Garner,ST,"ST, CM, CAM, RM, CF",1
M. Matos,ST,"ST, RM, CAM, CF, CM",1
E. Özbir,GK,"GK, CB, CAM, CDM, CF",1
M. Silvestri,GK,"GK, CB, CAM, CDM, CF",1
S. Ujkani,GK,"GK, CB, CAM, CDM, CF",1
Victor Fachinhas,GK,"GK, CB, CAM, CDM, CF",1
S. Pocognoli,LB,"LB, RB, CM, CDM, CB",1
P. Helland,RW,"CAM, ST, CM, LM, RM",0
M. Pedersen,ST,"ST, CB, CAM, CF, CM",1
J. Archer,GK,"GK, CB, CAM, CDM, CF",1
P. Sagna,RB,"RB, LB, CM, CDM, CB",1
Lucas Áfrico,CB,"CB, CDM, LB, RB, CAM",1
N. Mihajlović,LW,"LW, ST, RW, LM, RM",1
S. Breitkreuz,CB,"CB, CDM, LB, RM, RW",1
S. Johnson,GK,"GK, CB, CAM, CDM, CF",1
Ferro,CB,"CB, CAM, CDM, CF, CM",1
C. Bieler,ST,"ST, CB, CAM, CF, CM",1
M. Hefele,CB,"CB, CDM, CM, RB, CAM",1
Bernardo,CB,"CB, CAM, CDM, CF, CM",1
O. Hüsing,CB,"CB, CAM, CDM, CF, CM",1
A. Seculin,GK,"GK, CB, CAM, CDM, CF",1
M. Danielson,CB,"CB, CAM, CDM, CF, CM",1
Kim Young Gwon,CB,"CB, LB, RB, CDM, CM",1
M. Barbieri,CB,"CB, LB, CDM, CAM, CF",1
G. Belaud,RB,"RB, LB, CDM, CM, CB",1
Ricardo Ferreira,GK,"GK, CB, CAM, CDM, CF",1
J. Rodríguez,CDM,"CDM, CM, LB, RB, CB",1
W. Grigg,ST,"ST, CF, CB, CDM, CM",1
R. Petretta,LB,"LB, RB, CM, CDM, CB",1
N. Obiora,CDM,"CDM, CB, CM, LB, RB",1
A. Saldívar,GK,"GK, CB, CAM, CDM, CF",1
R. Ovelar,ST,"ST, CB, CAM, CF, CM",1
N. Al Shamrani,ST,"ST, CB, CAM, CF, CM",1
L. García,GK,"GK, CB, CAM, CDM, CF",1
J. Brabec,CB,"CB, CDM, CM, RB, LB",1
Nenê,ST,"ST, CB, CAM, CF, CM",1
L. Spalvis,ST,"ST, CB, CAM, CF, CM",1
M. Varnier,CB,"CB, CDM, CAM, CF, CM",1
F. Zuculini,CM,"CM, CDM, RB, LB, CB",0
Bruno Moreira,ST,"ST, CB, CAM, CF, CM",1
M. Morrison,CB,"CB, CDM, CAM, CF, CM",1
D. Nounkeu,CB,"CB, RB, LB, CM, CDM",1
T. Carson,GK,"GK, CB, CAM, CDM, CF",1
R. Boffin,GK,"GK, CB, CAM, CDM, CF",1
U. Matić,CM,"CM, CDM, CAM, CB, ST",1
L. Giannetti,CB,"CB, CAM, CDM, CF, CM",1
D. Sorgić,ST,"ST, RM, LW, CAM, LM",1
Renato Chaves,CB,"CB, CDM, CAM, CF, CM",1
Chong Te Se,ST,"ST, RM, CM, CDM, CF",1
Dodô,RB,"RB, LB, LM, CM, CB",1
J. Toledo,ST,"ST, CDM, CAM, CM, CB",1
Aderllan Santos,CB,"CB, CDM, LB, CAM, CF",1
Dani Hernández,GK,"GK, CB, CAM, CDM, CF",1
A. Bouhaddouz,ST,"ST, CB, CAM, CF, CM",1
E. Torres,ST,"ST, CAM, LW, RM, CF",1
O. Dramé,LW,"LW, RM, ST, LM, CAM",0
C. Henao,CB,"CB, CDM, CAM, CF, CM",1
J. Palacios,RB,"RB, LB, CDM, LM, CF",1
M. Wittek,LB,"LB, RB, CDM, CM, CB",1
A. Montero,GK,"GK, CB, CAM, CDM, CF",1
S. Schonlau,CB,"CB, LB, CDM, CM, CAM",1
T. Derijck,CB,"CB, CDM, CAM, CF, CM",1
K. Günter,CB,"CB, CDM, CAM, CF, CM",1
G. Torres,ST,"ST, RM, LM, LW, RW",1
I. Nedelcearu,CB,"CB, CAM, CDM, CF, CM",1
S. McKenna,CB,"CB, CAM, CDM, CF, CM",1
S. Birnbaum,CB,"CB, CAM, CDM, CF, CM",1
C. Maxwell,GK,"GK, CB, CAM, CDM, CF",1
D. Stracqualursi,ST,"ST, CB, CAM, CF, CM",1
A. Wisdom,RB,"RB, CB, CDM, LB, CAM",1
Jeong Woon,LM,"RB, LB, CM, LM, LW",0
M. Sylla,ST,"ST, RM, CAM, CF, CM",1
M. Ibáñez,GK,"GK, CB, CAM, CDM, CF",1
F. Giefer,GK,"GK, CB, CAM, CDM, CF",1
D. Batubinsika,CB,"CB, CDM, RB, CF, CM",1
Edsinho Torres,LB,"LB, CB, RB, CDM, RWB",1
S. Hain,ST,"ST, LM, CF, LW, RM",1
J. Caicedo,ST,"ST, CB, CAM, CF, CM",1
P. Souaré,LB,"LB, RB, CDM, CM, CB",0
L. Lacroix,CB,"CB, CAM, CDM, CF, CM",1
L. Lollo,CB,"CB, ST, CAM, CF, CM",1
J. Silbeira,GK,"GK, CB, LB, CDM, CAM",1
E. Bush,GK,"GK, CB, CAM, CDM, CF",1
F. Ondoa,GK,"GK, CB, CAM, CDM, CF",1
F. Mancinelli,CB,"CB, CDM, LB, RB, CM",1
K. Overmeire,CDM,"CDM, CB, RB, CM, LB",1
H. Campagnaro,CB,"CB, CAM, CDM, CF, CM",1
N. Đurđić,ST,"ST, CM, LM, CDM, CAM",1
B. Khuzwayo,GK,"GK, CB, CAM, CDM, CF",1
S. Bornauw,CB,"CB, CDM, LB, RB, CM",1
M. Parkhurst,CB,"CB, CM, CDM, LB, RB",1
M. Rodák,GK,"GK, CB, CAM, CDM, CF",1
Rodri,ST,"ST, RM, CAM, CF, CM",1
A. Nordin,LM,"LM, RM, ST, RW, LW",1
J. Siebatcheu,ST,"ST, CB, CAM, CF, CM",1
Joel Pereira,GK,"GK, CB, CAM, CDM, CF",1
A. Tchouaméni,CM,"CM, CDM, CB, RB, RM",1
Jhonatan,GK,"GK, CB, CAM, CDM, CF",1
A. Bernardini,CB,"CB, CAM, CDM, CF, CM",1
I. Sylla,ST,"ST, CB, CAM, CF, CM",1
M. Dawson,CB,"CB, GK, ST, CDM, CF",1
R. Green,GK,"GK, CB, CAM, CDM, CF",1
L. Tawamba,ST,"ST, CB, CAM, CF, CM",1
M. Müller,GK,"GK, CB, CAM, CDM, CF",1
Unai Medina,RB,"RB, LB, CB, LM, CF",1
Z. Touré,CB,"CB, RB, LB, CM, CDM",1
O. Kolář,GK,"GK, CB, CAM, CDM, CF",1
J. Maclaren,ST,"ST, CM, RM, CAM, LM",1
A. Sobiech,ST,"ST, LM, CAM, CF, CM",1
K. Stuhr-Ellegaard,GK,"GK, CB, CAM, CDM, CF",1
M. Bunn,GK,"GK, CB, CAM, CDM, CF",1
F. Kurto,GK,"GK, CB, CAM, CDM, CF",1
R. Ghoochannejhad,ST,"ST, RM, CAM, CM, LW",1
R. Maniero,ST,"ST, LM, CAM, CF, CM",1
F. Fielding,GK,"GK, CB, CAM, CDM, CF",1
C. Lampe,GK,"GK, CB, CAM, CDM, CF",1
Luciano Cacheira,GK,"GK, CB, LM, CDM, CF",1
S. Ay,CB,"CB, LB, RB, CDM, CF",1
M. López,CB,"CB, CDM, RB, LB, CM",1
Y. Cabral,CB,"CB, CAM, CDM, CF, CM",1
B. Sangaré,GK,"GK, CB, CAM, CDM, CF",1
L. Gregory,ST,"ST, CB, CAM, CF, CM",1
Alex Geijo,ST,"ST, CB, CAM, CF, CM",1
A. Rosati,GK,"GK, CB, CAM, CDM, CF",1
Jang Hyeon Soo,CB,"CB, RB, CDM, CF, CM",1
J. Huth,GK,"GK, CB, ST, CDM, CF",1
J. Blaswich,GK,"GK, CB, CAM, CDM, CF",1
L. Choutesiotis,GK,"GK, CB, CAM, CDM, CF",1
S. Taylor,CB,"CB, CDM, LB, CAM, CF",1
M. Dąbrowski,CB,"CB, CDM, CM, LB, CAM",1
C. Carter-Vickers,CB,"CB, CAM, CDM, CF, CM",1
Fernando Karanga,ST,"ST, CB, CAM, CF, CM",1
R. Pröpper,CB,"CB, CDM, CM, CAM, CF",1
M. Hamdy,CB,"CB, RB, CDM, LB, CM",1
P. Hamel,ST,"ST, RM, CF, CDM, CM",1
P. Bråtveit,GK,"GK, CAM, CB, CDM, CF",1
Javi Guerra,ST,"ST, CAM, CM, CDM, LM",1
M. Koval,GK,"GK, CB, CAM, CDM, CF",1
F. Pellegrino,GK,"GK, CB, CAM, CDM, CF",1
O. Darfalou,ST,"ST, CB, CAM, CF, CM",1
D. Gordon,CB,"CB, CDM, CAM, CF, CM",1
Felipe Curcio,LB,"LB, RB, CM, CAM, CDM",1
T. Valls,CM,"CM, CDM, CB, RB, LB",1
J. Glad,CB,"CB, CDM, CAM, CF, CM",1
W. Bruin,ST,"ST, CB, CAM, CF, CM",1
G. Zigoni,ST,"ST, CB, CAM, CF, CM",1
L. Moult,ST,"ST, CB, CAM, CF, CM",1
J. Ardaiz,ST,"ST, LM, CF, LW, CDM",1
O. De Wolf,GK,"GK, CB, CAM, CDM, CF",1
J. Martins Pereira,RB,"RB, LB, CB, CM, CDM",1
Alson Botelho,CDM,"CDM, CB, RB, CF, CM",1
Javi Muñoz,CM,"CM, CDM, CAM, RM, RB",1
A. Aldrete,LB,"LB, RB, CDM, CM, CB",0
J. Castelletto,CB,"CB, RB, LB, CDM, CM",1
A. Šporar,ST,"ST, LM, CAM, CF, CM",1
D. Boer,GK,"GK, CB, CAM, CDM, CF",1
Ilori,CB,"CB, LB, CDM, CAM, CF",1
Riqui Puig,CM,"CM, LM, CAM, CDM, RM",1
Diogo Coelho,CB,"CB, CAM, CDM, CF, CM",1
Sandaza,ST,"ST, CM, CDM, RM, CAM",1
G. Maroni,CAM,"CAM, RM, CM, RW, LM",1
H. Moukoudi,CB,"CB, CAM, CDM, CF, CM",1
Lucas Tagliapietra,CB,"CB, CAM, CDM, CF, CM",1
K. Kodro,ST,"ST, LM, CAM, CF, CM",1
Alex López,CM,"CM, CDM, CAM, RB, LB",1
O. Scarione,CAM,"CAM, ST, RM, LM, LW",1
M. Janko,ST,"ST, LW, CAM, CF, CM",1
M. Schubert,GK,"GK, CB, CAM, CDM, CF",1
J. Hoogma,CB,"CB, RB, CDM, CF, CM",1
E. Rescaldani,ST,"ST, LW, CAM, CF, CM",1
M. Karl,CB,"CB, CDM, CM, LB, CAM",1
C. Arango,ST,"ST, LM, CAM, CF, CM",1
P. Hoban,ST,"ST, RM, CAM, CF, CM",1
Dai Lin,CB,"CB, CDM, CM, CAM, CF",1
E. Pisano,RB,"RB, CB, LB, CDM, CAM",1
F. Balmont,CM,"CM, CDM, RB, LM, CB",1
J. Niezgoda,ST,"ST, CB, CAM, CF, CM",1
L. Wallace,LB,"LB, RB, CB, CM, CDM",1
E. Torregrossa,ST,"ST, CB, CAM, CF, CM",1
C. Strandberg,ST,"ST, LM, RM, CF, CDM",1
L. Mora,CM,"CM, CAM, LM, LB, CDM",1
F. Ojo,CM,"CM, CDM, LB, RB, CB",0
Z. Boucher,GK,"GK, CB, CAM, CDM, CF",1
A. Coșelev,GK,"GK, CB, CAM, CDM, CF",1
A. Avlonitis,CB,"CB, CDM, CAM, CF, CM",1
Neris,CB,"CB, CAM, CDM, CF, CM",1
D. Oberlin,ST,"ST, LM, CAM, CM, RM",1
D. Sánchez,GK,"GK, CB, CAM, CDM, CF",1
J. Carrascal,CAM,"CAM, CF, CM, ST, LM",1
Ailton Cardenhas,GK,"GK, CB, CAM, CDM, CF",1
S. Thesker,CB,"CB, CAM, CDM, CF, CM",1
J. Lazare Amani,CM,"CM, LM, RM, CAM, RB",1
D. Llanos,ST,"ST, LM, LW, CF, CAM",1
M. Agazzi,GK,"GK, CB, CAM, CDM, CF",1
J. van den Bergh,LB,"LB, RB, CM, CAM, CDM",1
C. Kipré,CB,"CB, CAM, CDM, CF, CM",1
A. Mitryushkin,GK,"GK, CB, CAM, CDM, CF",1
N. Lima,RB,"RB, LB, CDM, CM, CAM",1
R. Gumny,RB,"RB, LB, CM, CDM, CB",0
D. Tonucci,CB,"CB, CDM, RB, CF, CM",1
Bruno Brígido,GK,"GK, CB, CAM, CDM, CF",1
M. Koné,ST,"ST, LM, RM, RW, CF",1
R. Krauße,CDM,"CDM, CB, CM, RB, LB",1
P. Mlapa,ST,"ST, CB, CAM, CF, CM",1
T. Jodłowiec,CDM,"CDM, CB, CM, LB, RB",1
R. Schiavi,CB,"CB, CAM, CDM, CF, CM",1
M. Araujo,CB,"CB, RB, CDM, LB, CM",1
F. Öztürk,GK,"GK, CB, CAM, CDM, CF",1
I. Jebali,ST,"ST, RM, CAM, CM, LM",1
J. Holt,CM,"CM, CDM, RB, LB, CB",1
A. O'Brien,LM,"LM, ST, RM, LW, CAM",0
G. Niedermeier,CB,"CB, CDM, LB, RB, CAM",1
José Semedo,CDM,"CDM, CB, RB, CF, CM",0
C. Kazim-Richards,ST,"ST, CM, CAM, LM, LW",1
N. Röseler,CB,"CB, CDM, RB, LB, CM",1
J. Pérez,CAM,"CAM, LM, CM, RM, LW",1
M. Vigorito,GK,"GK, CB, CAM, CDM, CF",1
Ricardo Machado,CB,"CB, CDM, CAM, CF, CM",1
J. Taravel,CB,"CB, CDM, CAM, CF, CM",1
César,CB,"CB, CAM, CDM, CF, CM",1
Ratón,GK,"GK, CB, CAM, CDM, CF",1
Césario Figueirido,CB,"CB, CM, CAM, CDM, CF",1
T. van Weert,ST,"ST, CB, CAM, CF, CM",1
G. Flores,RB,"RB, LB, CB, CDM, CM",1
M. Jahfali,CB,"CB, CDM, CAM, CF, CM",1
M. Tchokounté,ST,"ST, CB, CAM, CF, CM",1
M. Pourié,ST,"ST, LW, CB, RM, CF",1
L. Chambers,CB,"CB, CDM, CAM, CF, CM",1
Vágner Norteiro,RB,"LB, RB, CM, CDM, LM",0
S. Kingsley,LB,"LB, RB, LWB, CDM, CB",1
T. Mrčela,CB,"CB, CAM, CDM, CF, CM",1
David Bruno,RB,"RB, LB, CM, LM, RWB",1
E. Velasco,LB,"CB, RB, LB, CDM, CM",0
M. Al Sahlawi,ST,"ST, LW, CAM, CF, CM",1
Macedo,ST,"ST, CB, CAM, CF, CM",1
R. Zwinkels,GK,"GK, CB, CAM, CDM, CF",1
S. Baldock,ST,"ST, RM, LM, CF, LW",1
P. Dahlberg,GK,"GK, CB, CAM, CDM, CF",1
T. Watt,ST,"ST, LM, LW, CF, CAM",1
N. Ćalasan,CB,"CB, CAM, CDM, CF, CM",1
D. Zagorac,GK,"GK, CB, CAM, CDM, CF",1
Fredinho Mutto,LB,"LB, CB, RB, CDM, CM",0
Lluis López,CB,"CB, RB, CDM, LB, CM",1
R. Wood,CB,"CB, CDM, CAM, CF, CM",1
A. Fulignati,GK,"GK, CB, CAM, CDM, CF",1
T. Pettersson,CB,"CB, CDM, CM, ST, RB",1
A. Montalto,ST,"ST, RM, CAM, CF, CM",1
G. Nauber,CB,"CB, CAM, CDM, CF, CM",1
Ricardo Nunes,LB,"LB, RB, CDM, LM, RM",1
K. Barmen,CM,"CM, CDM, CB, RB, ST",0
A. Maksimenko,GK,"GK, CB, CAM, CDM, CF",1
Thiago Martins,CB,"CB, RB, CDM, CF, CM",1
J. Koprivec,GK,"GK, CB, CAM, CDM, CF",1
David García,CB,"CB, CDM, LB, RB, CM",0
J. Speroni,GK,"GK, CB, CAM, CDM, CF",1
M. Melluso,LB,"LB, RB, CDM, CM, CB",1
M. Taylor,ST,"ST, LM, CAM, CF, CM",1
D. Novoa,GK,"GK, CB, CAM, CDM, CF",1
S. Sabelli,RB,"RB, LB, CB, CDM, CAM",1
T. Gjertsen,LM,"LM, RM, CM, LW, RB",1
André Luís,ST,"ST, CB, CAM, CF, CM",1
S. Minelli,GK,"GK, CB, CAM, CDM, CF",1
C. Rodríguez,CAM,"CAM, CM, LM, RM, RW",1
E. Velarde,LB,"LB, RB, CM, CDM, CB",1
F. De Col,RB,"RB, LB, CB, CDM, CF",1
Juanma,ST,"ST, RW, CAM, CF, CM",1
L. Hoyos,GK,"GK, CB, CAM, CDM, CF",1
J. Brinkies,GK,"GK, CB, CAM, CDM, CF",1
Iván Villar,GK,"GK, CB, CAM, CDM, CF",1
M. Fenger,CB,"CB, CDM, LB, RB, CAM",1
L. DeVere,CB,"CB, CDM, CAM, CF, CM",1
Zou Zheng,LB,"LB, RB, CB, CDM, LM",1
T. Perthel,LB,"LB, RB, CDM, RM, CB",1
M. Chrien,CM,"CM, CAM, CDM, LB, LM",1
N. Pulzetti,CM,"CM, LB, RB, CDM, CB",1
Lee Dong Gook,ST,"ST, RM, CAM, LW, LM",1
T. Eaves,ST,"ST, CB, CAM, CF, CM",1
Manolo Reina,GK,"GK, CB, CAM, CDM, CF",1
A. D'Alberto,RB,"LB, RB, CB, CDM, CF",0
M. Abdul Shafy,LB,"LB, RB, CDM, CB, CM",1
Y. Al Mosailem,GK,"GK, CB, CAM, CDM, CF",1
M. Herrera,CB,"CB, CAM, CDM, CF, CM",1
T. Mavromatis,CB,"CB, CAM, CDM, CF, CM",1
P. Mainka,CB,"CB, CAM, CDM, CF, CM",1
M. Kuhn,RB,"LB, RB, LM, CM, LWB",0
W. Andrade,CB,"CB, CAM, CDM, CF, CM",1
A. Acevedo,CB,"CB, CAM, CDM, CF, CM",1
L. Chiaretti,CAM,"CAM, LM, RM, LW, RW",1
D. McGowan,CB,"CB, CDM, LB, CAM, CF",1
A. Kochenkov,GK,"GK, CB, CAM, CDM, CF",1
J. van der Linden,CB,"CB, LB, RB, CDM, CM",1
R. Camacho,CB,"CB, CDM, CM, LB, RB",1
H. Sogahata,GK,"GK, CB, CAM, CDM, CF",1
J. Dunne,CB,"CB, CAM, CDM, CF, CM",1
B. Kee,ST,"ST, CAM, CB, CF, CM",1
D. Bain,CB,"CB, CAM, CDM, CF, CM",1
Park Jun Hyuk,GK,"GK, CB, CAM, CDM, CF",1
S. Andersen,GK,"GK, CB, CAM, CDM, CF",1
J. Rodon,CB,"CB, RB, CAM, CF, CM",1
Sérgio Marakis,CDM,"CDM, LB, CM, CB, RB",1
